"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PES1",0.848106111573875,10.2920396787504,1.77421137715455,0.103127410817491,0.383678324116688,-5.05043579983616
"ACTG1P22",1.3813781191217,1.20768155970508,1.77388101265877,0.10318431857995,0.383844185949067,-5.05092094699434
"DMTF1-AS1",-1.21579026827896,2.58927325326119,-1.77376114484008,0.103204973725643,0.383875165052142,-5.05109696309644
"CAPS",-1.26807472609814,8.87068887008361,-1.77363579623054,0.103226577295588,0.383895799196665,-5.05128102029022
"FEZ2",-0.449460284609012,9.59683650224313,-1.77358590347977,0.103235177343381,0.383895799196665,-5.051354278941
"BBS10",-0.897896671655389,7.68254824227216,-1.77347176698491,0.103254853564127,0.383923121192467,-5.05152186386391
"MIR6819",1.25984160367746,1.02992080183873,1.77316106616287,0.103308433074159,0.384076481128142,-5.05197803119404
"AFF2",-1.46719201507621,5.85813837920556,-1.77308686449418,0.103321232665133,0.384078212390145,-5.05208696671082
"GAS1",-1.91559217687024,8.59631710469983,-1.77298002640272,0.103339664469128,0.384092865314027,-5.05224381137145
"PFDN6",0.963495978465545,9.01364745302702,1.77286483855159,0.103359540109255,0.384092865314027,-5.05241290814453
"GRIA3",-1.3599950783384,2.27545352386918,-1.77284952529501,0.103362182668618,0.384092865314027,-5.05243538768351
"HOOK1",0.762694323066182,8.09652287902645,1.77277808314747,0.103374512016598,0.384092865314027,-5.05254026184221
"UBE2I-AS1",1.66915496736835,1.1515699838284,1.77261973661523,0.103401843891868,0.384148582533138,-5.05277269979604
"ADAMTS3",-1.22053671563782,4.92475252346723,-1.77234606547895,0.103449097106949,0.384278287475892,-5.05317439655785
"SMPD5",1.09063452563312,2.80515886649402,1.77208918325772,0.103493469225704,0.38437334382211,-5.0535514193212
"TPSAB1",-1.61015999698713,9.8016075413189,-1.77205500984241,0.103499373408747,0.38437334382211,-5.05360157293813
"PRKRA",-0.448277418382025,9.12927420903322,-1.77196468323407,0.103514980713142,0.384385463797668,-5.05373413558601
"PDE3A",-1.34240701600857,6.60746955157352,-1.77185828330544,0.103533368012737,0.384407902696629,-5.05389028254062
"TLE4",-0.760647510553264,8.52890832208531,-1.77145241683948,0.103603534142622,0.384611770481807,-5.05448586342307
"PRRG3",-1.57375882970053,5.0132312175751,-1.7713978076653,0.103612978245725,0.384611770481807,-5.05456599285712
"AMN1",-0.654648576896878,5.85137111784449,-1.77125920234918,0.103636952121761,0.38465490930532,-5.05476936585761
"SWI5",0.905118432625058,7.99029799503892,1.7710169469971,0.103678865863559,0.384764614824363,-5.0551248015562
"CELSR3",1.36469815627491,5.01670151540638,1.77057073552398,0.103756107089481,0.384914885965682,-5.05577941036204
"CKLF",0.85708044377245,2.12691084115216,1.7705159830744,0.103765588565398,0.384914885965682,-5.0558597279723
"EFHC1",-0.860029864946787,7.39454988230788,-1.77049722717166,0.103768836703034,0.384914885965682,-5.05588724111642
"DCTN1",-0.553603705791554,11.0491368312272,-1.77042984842283,0.103780506077746,0.384914885965682,-5.05598607807329
"ACTG2",-1.41929084649264,7.46198568413971,-1.77030564561832,0.103802019958086,0.384914885965682,-5.05616826401499
"CNOT9",0.480940017945921,9.43878453346917,1.77025763167717,0.103810337807715,0.384914885965682,-5.0562386910104
"G3BP1P1",1.06438561897747,0.532192809488736,1.77009285076795,0.103838888736856,0.384914885965682,-5.05648038413551
"LINC00158",1.06438561897747,0.532192809488736,1.77009285076795,0.103838888736856,0.384914885965682,-5.05648038413551
"RPL21P135",-1.06438561897747,0.532192809488736,-1.77009285076795,0.103838888736856,0.384914885965682,-5.05648038413551
"RDH12",-1.27645275162297,1.75521887595572,-1.77003560377438,0.103848809354119,0.384914885965682,-5.05656434850996
"FAM228B",-0.537414225556392,6.31167739876125,-1.76962655278909,0.103919720752748,0.384914885965682,-5.05716426146923
"BOLL",1.02585660338899,0.512928301694497,1.76961489657493,0.103921742066748,0.384914885965682,-5.0571813553168
"G6PC2",-1.02585660338899,0.512928301694497,-1.76961489657493,0.103921742066748,0.384914885965682,-5.0571813553168
"IGLV2-34",1.02585660338899,0.512928301694497,1.76961489657493,0.103921742066748,0.384914885965682,-5.0571813553168
"OR2B2",1.02585660338899,0.512928301694497,1.76961489657493,0.103921742066748,0.384914885965682,-5.0571813553168
"TUB",-2.44378177531371,6.04423213640102,-1.76952213011843,0.103937830042432,0.384914885965682,-5.05731739518512
"ARMC3",-2.18103167619834,4.19907385041015,-1.76951832740127,0.10393848957471,0.384914885965682,-5.05732297169811
"PIK3R2",1.08659188145522,1.00768155970508,1.76949893985013,0.103941852154317,0.384914885965682,-5.05735140256348
"CBX2",1.50438422625345,6.24326179057568,1.76928731344713,0.103978563056311,0.384985050915299,-5.05766173081987
"MPC2",-0.602115323246561,9.08156231547719,-1.7692471849885,0.103985525473622,0.384985050915299,-5.05772057274736
"SAMD13",-1.44391115383338,3.8847118151601,-1.76910465754783,0.104010257848342,0.38499422231033,-5.0579295603481
"FAM83H",0.933484553485449,10.439054110105,1.76909041642626,0.104012729360848,0.38499422231033,-5.05795044155527
"CYTH1",-0.70859569278857,10.5590942564416,-1.76888052368822,0.104049161893039,0.385083301800479,-5.05825818841336
"C2orf49-DT",0.948442734425671,3.82301993942487,1.76842491224673,0.10412828517139,0.385330338709101,-5.05892614111528
"IGHD2-2",1.09837061926593,0.549185309632967,1.76823374047805,0.10416150098998,0.385361665774975,-5.05920638166391
"MIR4713HG",1.09837061926593,0.549185309632967,1.76823374047805,0.10416150098998,0.385361665774975,-5.05920638166391
"RNA5SP317",1.09837061926594,0.949185309632967,1.76770171837813,0.104253989419634,0.385612214102316,-5.05998618988495
"RPS10P29",-1.09837061926594,0.949185309632967,-1.76770171837813,0.104253989419634,0.385612214102316,-5.05998618988495
